"answer","question"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarin_internet_altyapisi_nasıl"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_hizmeti_nasıl"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_hizi_nasıl"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_bağlantisi_gsb_tarafindan_mı_sağlaniyor"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_imkani_var_mı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_internet_ne_kadar"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_ne_kadar"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_ücretli_mi"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtlarda_internet_fiyatı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtda_internet_ücretli_mi"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtda_internet_fiyatı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtda_internet_fiyatları"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_interneti_sınırsız_mı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_interneti_sınırlı_mı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_interneti_kaç_gb"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_interneti_sınır_varmı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_interneti_sınır_var_mı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_interneti_sınır_varmı"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_internet_ücreti"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurtda_internet_ücreti"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_internet_ücret"
"GSB’nin sağlamış olduğu olanaklar dâhilinde ücretsiz ve 30 gb limitli internet bulunmaktadır.","yurt_internet_fiyatı"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurt_başvuruları_ne_zaman"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurt_başvuru_tarihleri"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurt_başvuru_günü"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurt_başvuru_tarihi"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurt_başvurusu_günü"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurtlarına_ne_zaman_başvurabilirim"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurtlarına_ne_zaman_başvurulur"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurt_başvurusu_ne_zaman"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurtuna_ne_zaman_başvurulur"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurtuna_ne_zaman_başvuruluyor"
"detaylı bilgi için https://www.gsb.gov.tr/tr","kyk_yurtuna_ne_zaman_başvurmalıyım"
"detaylı bilgi için https://www.gsb.gov.tr/tr","yurt_başvuru"
"detaylı bilgi için https://www.gsb.gov.tr/tr","yurt_başvuru_tarihi"
"detaylı bilgi için https://www.gsb.gov.tr/tr","yurt_başvurusu_ne_zaman"
"detaylı bilgi için https://www.gsb.gov.tr/tr","yurt_başvurusu_hangi_gün"
"detaylı bilgi için https://www.gsb.gov.tr/tr","yurt_başvuru"
"detaylı bilgi için https://www.gsb.gov.tr/tr","yurt_başvuru_tarihleri"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfa"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfası"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfası nedir"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği web sitesi"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği web site"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği web sitesi nedir"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği sitesi"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği sitesi nedir"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği sitesi linki"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği sitesi link"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği sitesi linki nedir"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği web sitesi linki"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği web sitesi linki nedir"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfa linki"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfa link"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfa linki nedir"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfa sayfası"
"Bilgisayar Mühendisliği anasayfasına https://iste.edu.tr/bm adresinden ulaşabilirsiniz.","bilgisayar mühendisliği anasayfa sayfası nedir"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişi"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odalarında_kaçar_kişi_kalıyor"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişilik"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odasında_kaç_kişi_var"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişilik_erkek_kız"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kapasitesi"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_büyüklüğü"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_dizayni"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_için_kişi_sınırı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_bos_yatak_sayısı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişi_alıyor"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişi_kalıyor"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_standart_mı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişi_kapasiteli"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kız_erkek_farkı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_bilgisi"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişi_kalıyor_detaylı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kişi_dağılımı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_ortak_kapasite"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_genel_bilgi"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kapasite_detayi"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odası_kaç_kişiden_olusur"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_öğrenci_sayısı"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kapasite_sorusu"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_öğrenci_kapasitesi"
"Yurtlar; kız yurtlarında 4 kişilik, erkek yurtlarında ise 3 ve 6 kişilik odalar şeklinde hizmet vermektedir.","yurt_odaları_kaç_kişi_sorum"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversitenin_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversitenin_kendi_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversitenin_kendine_ait_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversitenin_kendine_ait_yurdu_bulunuyor_mu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_kendine_ait_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_kendine_ait_yurdu_bulunuyor_mu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","iste_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_kendi_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","iste_kendi_yurdu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","istenin_kendi_yurdu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversite_yurdu_bulunuyor_mu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","iste_yurt_konumu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_yurdu_var_mıdır"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_kendine_ait_yurdu_var_mıdır"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","istenin_kendine_ait_yurdu_var_mıdır"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulun_yurdu_mevcut_mu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","iste_üniversitesi_yurdu_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","iste_bünyesinde_yurt_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulda_yurt_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okul_yurdu_bilgisi"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","okulda_konaklama_yeri_var_mı"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversitede_yurt_mevcut_mu"
"Maalesef GSB’nin sağladığı yurtlar dışında okulumuza ait doğrudan başka bir yurt bulunmamaktadır.","üniversite_kendi_yurdu"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_nerede"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_merkezde_mi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_iskenderunda_mı"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_konum"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_adres"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_ulaşım"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_isimleri"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_listesi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_detay"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_hakkında"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_bilgisi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_hangileri"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_mevcut_mu"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_var_mı"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_hangi_bölgede"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_liman_tarafında_mı"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_körfezde_mi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_muhyiddin_ibni_arabi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_körfez_yurdu"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_nerededir"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_yakın_mı"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_bulunuyor_mu"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_bölgesi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_hakkında_bilgi"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_nerede"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtlarının_isimleri"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_isimleri_neler"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurdu_isimleri"
"Erkek yurtları okulun çevresinde ve liman bölgesinde bulunmaktadır. İsimleri: Muhyiddin İbni Arabi ve Körfez Erkek Öğrenci Yurtlarıdır.","erkek_yurtları_kaç_tane"
